,Unnamed: 0,BusinessYear,StateCode,IssuerId,SourceName,VersionNum,ImportDate,IssuerId2,StateCode2,ServiceAreaId,ServiceAreaName,CoverEntireState,County,PartialCounty,ZipCodes,PartialCountyJustification,RowNumber,MarketCoverage,DentalOnlyPlan,DentalOnly
19838,3960,2014,PA,31609,OPM,3,2014-01-24 09:49:15,31609,PA,PAS001,Personal Choice PPO,No,42091.0,No,,,16,Individual,,No
39004,14252,2015,NE,15438,SERFF,9,2014-12-12 12:37:36,15438,NE,NES003,OA POS_MIPPA,No,31055.0,No,,,103,Individual,,No
10359,10359,2016,MI,15560,SERFF,9,2015-08-28 13:59:00,15560,MI,MIS003,Dental PPO,No,26081.0,No,,,61,Individual,Yes,
169,169,2016,AZ,58292,HIOS,8,2015-09-02 08:31:46,58292,AZ,AZS001,PPO,Yes,,,,,13,,,
6650,6650,2016,TX,47665,HIOS,3,2015-08-27 11:14:25,47665,TX,TXS001,TX Service Area,Yes,,,,,13,,,
20661,4783,2014,ID,61589,SERFF,11,2014-01-22 11:51:12,61589,ID,IDS002,Southwest,No,16045.0,No,,,16,SHOP (Small Group),,No
20790,4912,2014,IL,20129,SERFF,10,2014-01-22 11:51:12,20129,IL,ILS001,Illinois,No,17129.0,No,,,71,Individual,,No
34521,9769,2015,IL,20129,SERFF,9,2015-07-24 22:33:25,20129,IL,ILS001,Illinois,No,17081.0,No,,,51,SHOP (Small Group),,No
5967,5967,2016,TX,23891,HIOS,7,2015-08-26 09:56:12,23891,TX,TXS001,DHMO,No,48315.0,No,,,132,,,
38636,13884,2015,MI,74709,SERFF,1,2014-08-08 13:45:50,74709,MI,MIS001,Michigan Service Area,No,26161.0,No,,,78,SHOP (Small Group),,Yes
9386,9386,2016,IL,79763,SERFF,9,2015-08-30 09:33:32,79763,IL,ILS010,"LLH 3-Tier G/S/B - Rating areas 1-7, 11-12",No,17197.0,No,,,46,Individual,No,
23497,7619,2014,UT,68781,SERFF,6,2014-03-18 09:48:59,68781,UT,UTS005,Prime,No,49011.0,No,,,46,Individual,,Yes
3312,3312,2016,NC,11512,HIOS,10,2015-08-26 09:56:12,11512,NC,NCS009,Blue Advantage,No,37199.0,No,,,263,,,
36233,11481,2015,MI,20393,SERFF,5,2015-01-21 12:15:34,20393,MI,MIS001,Service Area L,No,26117.0,Yes,"48811, 48818, 48829, 48834, 48838, 48852, 48884, 48885, 48888, 48891, 49326",20393 _MIS001_Montcalm 2015 Filing.pdf,33,Individual,,No
36576,11824,2015,MI,15560,SERFF,10,2015-05-22 14:18:43,15560,MI,MIS003,Dental PPO,No,26089.0,No,,,58,Individual,,Yes
41823,17071,2015,VA,54965,SERFF,7,2014-09-09 16:12:42,54965,VA,VAS002,DDS PPO VA,No,51730.0,No,,,89,Individual,,Yes
22490,6612,2014,MI,74709,SERFF,2,2013-08-05 08:16:03,74709,MI,MIS001,Michigan Service Area,No,26007.0,No,,,16,SHOP (Small Group),,Yes
4253,4253,2016,PA,24872,HIOS,8,2015-08-26 09:56:12,24872,PA,PAS001,PA IEX Compass,No,42021.0,No,,,18,,,
26021,1269,2015,GA,43802,HIOS,8,2014-12-11 04:09:12,43802,GA,GAS001,GA- Compass,No,13249.0,No,,,132,,,
4787,4787,2016,PA,62560,HIOS,4,2015-08-26 09:56:12,62560,PA,PAS003,5C Select,No,42019.0,No,,,47,,,
15943,65,2014,AK,42507,HIOS,3,2013-09-02 11:39:25,42507,AK,AKS001,DentalGuard Preferred - PPO,Yes,,,,,13,,,
12893,12893,2016,NM,72034,SERFF,3,2015-08-25 12:56:34,72034,NM,NMS001,Statewide,Yes,,,,,13,Individual,No,
28165,3413,2015,MO,44527,HIOS,8,2014-10-05 17:13:14,44527,MO,MOS004,CoventryOne Gold Exchange PPO Network,No,29027.0,No,,,93,,,
14848,14848,2016,VA,42808,SERFF,4,2015-08-25 12:56:34,42808,VA,VAS002,"DentalGuard Preferred PPO Group ON, Individual ON & OFF Exchange",No,51685.0,No,,,53,Individual,Yes,
9729,9729,2016,KS,18558,SERFF,7,2015-08-25 12:56:34,18558,KS,KSS001,Blue Cross and Blue Shield of Kansas Service Area,No,20095.0,No,,,59,SHOP (Small Group),No,
41401,16649,2015,VA,35801,SERFF,2,2014-09-09 16:12:42,35801,VA,VAS001,Virginia,Yes,,,,,13,SHOP (Small Group),,Yes
1575,1575,2016,IN,17575,HIOS,7,2015-08-26 09:56:12,17575,IN,INS008,Anthem Ins Companies Inc(Anthem BCBS)07,No,18159.0,No,,,48,,,
25163,411,2015,FL,15833,HIOS,10,2015-01-16 17:32:32,15833,FL,FLS003,Managed DentalGuard Group DHMO- FL,No,12049.0,No,,,134,,,
19430,3552,2014,MO,32753,OPM,2,2013-11-27 09:24:34,32753,MO,MOS001,St Louis Metro Area,No,29099.0,No,,,50,Individual,,No
5994,5994,2016,TX,23891,HIOS,7,2015-08-26 09:56:12,23891,TX,TXS001,DHMO,No,48375.0,No,,,159,,,
36265,11513,2015,MI,26380,SERFF,1,2014-08-08 13:45:50,26380,MI,MIS001,Service Area 1,No,26017.0,No,,,15,SHOP (Small Group),,Yes
32685,7933,2015,TX,40788,HIOS,6,2014-11-13 10:25:37,40788,TX,TXS001,SWHP HMO Service Area,No,48193.0,No,,,35,,,
41144,16392,2015,VA,16064,SERFF,9,2014-11-13 16:11:17,16064,VA,VAS001,Anthem Health Plans of VA(Anthem BCBS)All,No,51195.0,No,,,140,SHOP (Small Group),,Yes
15413,15413,2016,VA,88380,SERFF,24,2015-10-21 17:48:08,88380,VA,VAS001,"HealthKeepers, Inc(Anthem BCBS)All",No,51141.0,No,,,102,SHOP (Small Group),No,
30033,5281,2015,PA,16322,HIOS,6,2014-11-09 04:38:15,16322,PA,PAS008,PPO 10 County - Inside Advantage,No,42121.0,No,,,108,,,
18917,3039,2014,TX,26250,HIOS,5,2013-09-17 16:07:07,26250,TX,TXS001,Managed DentalGuard - TX,No,48363.0,No,,,77,,,
40198,15446,2015,OH,77552,SERFF,3,2014-11-15 10:06:04,77552,OH,OHS003,Columbus,No,39141.0,No,,,54,Individual,,No
28030,3278,2015,MO,44240,HIOS,6,2014-10-03 13:54:42,44240,MO,MOS001,PPO_Missouri,No,29225.0,No,,,54,,,
17653,1775,2014,PA,52899,HIOS,11,2014-03-19 07:06:49,52899,PA,PAS005,UPMCHP HMO Gatekeeper (SHOP) Dental HMO,No,42019.0,No,,,52,,,
38805,14053,2015,MI,79116,SERFF,1,2014-08-08 13:45:50,79116,MI,MIS001,Michigan,No,26155.0,No,,,25,SHOP (Small Group),,Yes
22033,6155,2014,MI,29241,SERFF,7,2014-03-18 09:48:59,29241,MI,MIS001,PHIC Service Area,No,26029.0,No,,,26,SHOP (Small Group),,No
26093,1341,2015,GA,47783,HIOS,4,2014-09-06 03:39:47,47783,GA,GAS003,OA HMO_Hall Georgia,No,13139.0,No,,,25,,,
22912,7034,2014,NE,29678,SERFF,4,2013-10-15 10:04:03,29678,NE,NES003,PPO Rural,No,31151.0,No,,,92,Individual,,No
32617,7865,2015,TX,33602,HIOS,7,2015-02-19 06:21:02,33602,TX,TXS262,Blue Advantage HMO,No,48373.0,No,,,224,,,
9732,9732,2016,KS,18558,SERFF,7,2015-08-25 12:56:34,18558,KS,KSS001,Blue Cross and Blue Shield of Kansas Service Area,No,20097.0,No,,,60,SHOP (Small Group),No,
7154,7154,2016,WI,39924,HIOS,5,2015-08-27 11:14:25,39924,WI,WIS001,WI IEX Compass,No,55123.0,No,,,60,,,
25744,992,2015,GA,20544,HIOS,5,2014-11-12 05:24:58,20544,GA,GAS006,Service Area 6,No,13195.0,No,,,96,,,
21062,5184,2014,IL,96601,SERFF,7,2014-01-22 11:51:12,96601,IL,ILS001,PPO Network,No,17147.0,No,,,53,Individual,,No
29817,5065,2015,PA,15614,HIOS,5,2014-08-07 10:00:19,15614,PA,PAS001,DDS DHMO PA,No,42003.0,No,,,15,,,
17331,1453,2014,NC,56346,HIOS,6,2013-10-15 07:27:56,56346,NC,NCS004,Carelink-Duke Medicine,No,37063.0,No,,,29,,,
2979,2979,2016,MS,48963,HIOS,7,2015-08-27 11:14:25,48963,MS,MSS005,MS PPOx,No,28097.0,No,,,74,,,
33042,8290,2015,WI,38166,HIOS,6,2014-11-11 04:41:18,38166,WI,WIS001,SHP Broad Network,No,55017.0,No,,,19,,,
5708,5708,2016,TX,19312,HIOS,2,2015-08-19 14:41:20,19312,TX,TXS001,Premier Access Dental Individual PPO Off & ON,No,48031.0,No,,,24,,,
23163,7285,2014,OH,92036,SERFF,6,2014-06-23 15:22:56,92036,OH,OHS005,Southwest,No,39025.0,No,,,18,SHOP (Small Group),,No
20940,5062,2014,IL,46552,SERFF,1,2013-08-01 21:15:43,46552,IL,ILS001,Illinois,Yes,,,,,13,Individual,,Yes
20573,4695,2014,ID,60597,SERFF,9,2013-10-16 19:58:29,60597,ID,IDS002,BrightPath Network,No,16025.0,No,,,28,SHOP (Small Group),,No
26515,1763,2015,GA,63940,HIOS,4,2014-08-27 03:27:11,63940,GA,GAS001,DentalGuard Preferred PPO - GA,No,13235.0,No,,,119,,,
34968,10216,2015,IL,85099,SERFF,2,2014-09-09 16:12:42,85099,IL,ILS001,DentalGuard Preferred PPO - IL,No,17023.0,No,,,22,SHOP (Small Group),,Yes
12566,12566,2016,NE,29678,SERFF,5,2015-09-25 06:20:33,29678,NE,NES003,PPO Outside Metro,No,31173.0,No,,,100,Individual,No,
13986,13986,2016,OR,56707,SERFF,11,2015-08-21 06:27:38,56707,OR,ORS001,Providence Signature,Yes,,,,,13,Individual,No,
24343,8465,2014,VA,40308,SERFF,10,2014-07-28 14:39:22,40308,VA,VAS001,NoVa,No,51107.0,Yes,20598,see upload for VAS001 Justification,18,Individual,,Yes
14297,14297,2016,VA,12028,SERFF,10,2015-08-25 12:56:34,12028,VA,VAS001,OAMC_I H Virginia,No,51107.0,No,,,21,Individual,No,
35732,10980,2015,KS,61430,SERFF,10,2014-12-10 23:15:01,61430,KS,KSS001,PPO_Kansas_On Exchange,No,20147.0,No,,,83,Individual,,No
30439,5687,2015,PA,33709,HIOS,14,2015-06-19 13:25:37,33709,PA,PAS007,Penn Highlands Region,No,42027.0,Yes,"16666, 16686, 16829, 16845, 16859, 16860, 16874, 16877",We are only licensed to cover the ZIPs listed here due to our licensing agreement with the BCBSA.,115,,,
10156,10156,2016,ME,86432,SERFF,5,2015-08-23 14:39:40,86432,ME,MES001,Maine,Yes,,,,,13,SHOP (Small Group),Yes,
23302,7424,2014,OH,99734,SERFF,4,2014-03-18 09:48:59,99734,OH,OHS002,OH HMO Product,No,39061.0,No,,,23,SHOP (Small Group),,Yes
29065,4313,2015,NC,94482,HIOS,6,2014-10-02 12:25:15,94482,NC,NCS001,Service Area 1,No,37099.0,No,,,59,,,
10615,10615,2016,MI,29241,SERFF,7,2015-10-21 17:48:08,29241,MI,MIS001,PPO Service Area - INDV,No,26027.0,No,,,24,Individual,No,
18123,2245,2014,PA,15614,HIOS,4,2013-09-11 07:49:18,15614,PA,PAS001,Dominion Dental Select,No,42053.0,No,,,101,,,
30381,5629,2015,PA,75729,HIOS,8,2014-11-14 05:23:27,75729,PA,PAS001,PPO Marketplace,No,42103.0,No,,,29,,,
34291,9539,2015,AR,26904,SERFF,3,2014-09-09 16:12:42,26904,AR,ARS001,Service Area 1,Yes,,,,,13,SHOP (Small Group),,Yes
38449,13697,2015,MI,98185,SERFF,5,2015-04-30 14:45:44,98185,MI,MIS002,PCP Focus Group,No,26145.0,No,,,101,SHOP (Small Group),,No
17003,1125,2014,MO,44240,HIOS,8,2013-11-26 13:14:08,44240,MO,MOS001,CH&L-KS PPO,No,29015.0,No,,,49,,,
7482,7482,2016,IL,36096,OPM,5,2015-11-19 07:02:40,36096,IL,ILS076,Blue Choice Preferred PPO,No,17179.0,No,,,41,Individual,No,
21178,5300,2014,KS,18558,SERFF,4,2013-09-13 12:24:07,18558,KS,KSS001,Blue Cross and Blue Shield of Kansas Service Area,No,20087.0,No,,,56,SHOP (Small Group),,No
341,341,2016,FL,18628,HIOS,10,2015-10-18 12:35:12,18628,FL,FLS002,OA HMO_Florida_Costco_Off Exchange,No,12057.0,No,,,28,,,
26460,1708,2015,GA,63940,HIOS,4,2014-08-27 03:27:11,63940,GA,GAS001,DentalGuard Preferred PPO - GA,No,13115.0,No,,,64,,,
2251,2251,2016,MO,32753,HIOS,14,2015-10-18 12:35:12,32753,MO,MOS005,Healthy Alliance Life Co(Anthem BCBS)07,No,29145.0,No,,,142,,,
13059,13059,2016,OH,33931,SERFF,8,2015-08-28 13:59:00,33931,OH,OHS001,OH IEX Compass,No,39007.0,No,,,16,Individual,No,
27062,2310,2015,IN,59560,HIOS,5,2014-08-27 03:27:11,59560,IN,INS001,DentalGuard Preferred PPO- IN,No,18099.0,No,,,60,,,
5603,5603,2016,TN,90402,HIOS,2,2015-05-08 02:15:08,90402,TN,TNS001,DentalGuard Preferred Group PPO,No,47021.0,No,,,18,,,
28449,3697,2015,MO,74483,HIOS,7,2015-01-16 17:32:32,74483,MO,MOS001,Missouri LocalPlus,No,29219.0,No,,,14,,,
31453,6701,2015,TN,60299,HIOS,6,2014-11-09 04:38:15,60299,TN,TNS005,Service Area 5,No,47035.0,No,,,80,,,
38149,13397,2015,MI,61465,SERFF,3,2014-09-11 12:10:19,61465,MI,MIS001,Michigan,No,26123.0,No,,,69,SHOP (Small Group),,Yes
7696,7696,2016,MO,32753,OPM,5,2015-08-25 12:56:34,32753,MO,MOS201,Healthy Alliance Life Co(Anthem BCBS)All,No,29035.0,No,,,29,Individual,No,
29756,5004,2015,OK,89953,HIOS,4,2014-10-03 13:54:42,89953,OK,OKS001,AD OK,No,40085.0,No,,,54,,,
20198,4320,2014,AR,70525,SERFF,8,2014-01-23 12:49:01,70525,AR,ARS001,Central,No,5117.0,No,,,20,Individual,,No
1415,1415,2016,GA,89942,HIOS,7,2015-10-20 04:38:50,89942,GA,GAS002,Individual,No,13227.0,No,,,68,,,
24925,173,2015,AL,17540,HIOS,4,2014-08-27 03:27:11,17540,AL,ALS001,DentalGuard Preferred PPO- AL,No,1117.0,No,,,65,,,
9285,9285,2016,IL,58288,SERFF,8,2015-08-28 13:59:00,58288,IL,ILS003,Illinois HMOx,No,17085.0,No,,,34,Individual,No,
23644,7766,2014,VA,20507,SERFF,7,2014-03-13 08:40:27,20507,VA,VAS002,OHP Small Group Service Area,No,51133.0,No,,,196,SHOP (Small Group),,No
29796,5044,2015,OK,98905,HIOS,5,2014-11-11 04:41:18,98905,OK,OKS001,CommunityCare Select,No,40113.0,No,,,19,,,
21067,5189,2014,IL,96601,SERFF,7,2014-01-22 11:51:12,96601,IL,ILS001,PPO Network,No,17167.0,No,,,58,Individual,,No
29064,4312,2015,NC,94482,HIOS,6,2014-10-02 12:25:15,94482,NC,NCS001,Service Area 1,No,37097.0,No,,,58,,,
7657,7657,2016,KS,18558,OPM,3,2015-11-18 10:26:26,18558,KS,KSS201,Blue Cross and Blue Shield of Kansas Service Area,No,20199.0,No,,,111,Individual,No,
12472,12472,2016,NE,29678,SERFF,5,2015-09-25 06:20:33,29678,NE,NES002,SelectBlue,No,31021.0,No,,,14,SHOP (Small Group),No,
38557,13805,2015,MI,98185,SERFF,5,2015-04-30 14:45:44,98185,MI,MIS004,PCP Focus Individual,No,26145.0,No,,,171,Individual,,No
30199,5447,2015,PA,22444,HIOS,11,2014-11-14 05:23:27,22444,PA,PAS004,GHP Marketplace 3,No,42117.0,No,,,91,,,
3869,3869,2016,OK,87571,HIOS,10,2015-08-26 09:56:12,87571,OK,OKS032,Blue Advantage PPO,No,40083.0,No,,,115,,,
20505,4627,2014,ID,26002,SERFF,6,2014-01-22 11:51:12,26002,ID,IDS002,SelectHealth Individual,No,16013.0,No,,,32,Individual,,No
10962,10962,2016,MI,35700,SERFF,3,2015-08-25 12:56:34,35700,MI,MIS001,Ottawa Service Area,No,26139.0,No,,,81,Individual,Yes,
15142,15142,2016,VA,54965,SERFF,7,2015-08-25 12:56:34,54965,VA,VAS002,DDS Access PPO,No,51081.0,No,,,182,SHOP (Small Group),Yes,
28313,3561,2015,MO,48786,HIOS,4,2014-08-27 03:27:11,48786,MO,MOS001,DentalGuard Preferred PPO- MO,No,29061.0,No,,,40,,,
2083,2083,2016,LA,87390,HIOS,4,2015-08-19 14:41:20,87390,LA,LAS001,DentalGuard Preferred Group & Individual PPO On & Off,No,22063.0,No,,,31,,,
4197,4197,2016,PA,22444,HIOS,7,2015-10-23 02:29:38,22444,PA,PAS001,GHP Marketplace,No,42089.0,No,,,33,,,
5390,5390,2016,SC,38408,HIOS,7,2015-08-26 09:56:12,38408,SC,SCS003,HMO_Midlands,No,45075.0,No,,,21,,,
36256,11504,2015,MI,20393,SERFF,5,2015-01-21 12:15:34,20393,MI,MIS001,Service Area E,No,26155.0,No,,,44,SHOP (Small Group),,No
11166,11166,2016,MI,41183,SERFF,5,2015-08-24 05:58:52,41183,MI,MIS001,Michigan,No,26155.0,No,,,89,SHOP (Small Group),Yes,
29507,4755,2015,OK,40254,HIOS,6,2014-10-02 12:25:15,40254,OK,OKS001,Service Area 1,No,40141.0,No,,,77,,,
39714,14962,2015,NM,75605,SERFF,8,2015-02-22 21:18:17,75605,NM,NMS052,Community HMO,No,35047.0,No,,,46,Individual,,No
710,710,2016,GA,43802,HIOS,8,2015-11-18 07:25:09,43802,GA,GAS001,GA IEX Compass,No,13029.0,No,,,27,,,
3350,3350,2016,NC,54332,HIOS,6,2015-08-27 11:14:25,54332,NC,NCS001,NC IEX Compass,No,37059.0,No,,,34,,,
19977,4099,2014,VA,88380,OPM,4,2014-03-19 13:58:38,88380,VA,VAS001,"HealthKeepers, Inc (Anthem BCBS)",No,51630.0,No,,,49,Individual,,No
15777,15777,2016,VA,95185,SERFF,12,2015-08-27 03:52:03,95185,VA,VAS001,Service Area 001,No,51610.0,No,,,24,SHOP (Small Group),No,
23026,7148,2014,OH,52664,SERFF,8,2014-01-21 11:24:32,52664,OH,OHS004,"13 - MA, TR, CO",No,39155.0,No,,,25,SHOP (Small Group),,No
34174,9422,2015,VA,88380,OPM,7,2014-12-12 12:37:36,88380,VA,VAS201,"HealthKeepers, Inc(Anthem BCBS)All",No,51087.0,No,,,68,Individual,,No
16411,533,2014,GA,89942,HIOS,7,2014-01-17 09:36:20,89942,GA,GAS002,Individual,No,13151.0,No,,,63,,,
3368,3368,2016,NC,54332,HIOS,6,2015-08-27 11:14:25,54332,NC,NCS001,NC IEX Compass,No,37109.0,No,,,52,,,
25130,378,2015,FL,15833,HIOS,10,2015-01-16 17:32:32,15833,FL,FLS002,Managed DentalGuard Individual DHMO-FL,No,12086.0,No,,,101,,,
15708,15708,2016,VA,88380,SERFF,24,2015-10-21 17:48:08,88380,VA,VAS021,"HealthKeepers, Inc(Anthem BCBS)2, 4, 6, 9, 11, 12",No,51139.0,No,,,346,Individual,No,
33098,8346,2015,WI,38345,HIOS,4,2014-09-04 03:25:43,38345,WI,WIS001,Dean Health Plan HMO Service Area,No,55111.0,No,,,29,,,
17846,1968,2014,OK,53524,HIOS,6,2013-11-26 13:14:08,53524,OK,OKS001,CH&L-OK PPO,No,40099.0,No,,,50,,,
29370,4618,2015,OK,29176,HIOS,7,2014-11-11 04:41:18,29176,OK,OKS001,Service Area 1,No,40109.0,No,,,19,,,
40452,15700,2015,OR,60013,SERFF,4,2014-10-06 10:59:03,60013,OR,ORS001,Oregon,No,41041.0,No,,,22,Individual,,Yes
31958,7206,2015,TX,26250,HIOS,6,2015-01-16 17:32:32,26250,TX,TXS002,Managed DentalGuard Individual DHMO-TX,No,48021.0,No,,,44,,,
17860,1982,2014,OK,53524,HIOS,6,2013-11-26 13:14:08,53524,OK,OKS001,CH&L-OK PPO,No,40091.0,No,,,64,,,
36794,12042,2015,MI,36380,SERFF,3,2014-09-11 12:10:19,36380,MI,MIS001,AD MI,No,26001.0,No,,,13,SHOP (Small Group),,Yes
4166,4166,2016,PA,16322,HIOS,3,2015-08-26 09:56:12,16322,PA,PAS003,29C WPA,No,42129.0,No,,,50,,,
18598,2720,2014,TN,82120,HIOS,9,2014-01-21 08:29:49,82120,TN,TNS003,Nashville,No,47187.0,No,,,42,,,
25762,1010,2015,GA,20544,HIOS,5,2014-11-12 05:24:58,20544,GA,GAS007,Service Area 7,No,13031.0,No,,,114,,,
18384,2506,2014,PA,91303,HIOS,4,2013-09-17 16:07:07,91303,PA,PAS001,Service Area One,No,42015.0,No,,,20,,,
16713,835,2014,LA,67202,HIOS,9,2014-01-15 07:08:32,67202,LA,LAS001,New Orleans Service Area,No,22087.0,No,,,15,,,
20826,4948,2014,IL,20129,SERFF,10,2014-01-22 11:51:12,20129,IL,ILS001,Illinois,No,17169.0,No,,,89,SHOP (Small Group),,No
20656,4778,2014,ID,61589,SERFF,11,2014-01-22 11:51:12,61589,ID,IDS002,Southwest,No,16001.0,No,,,14,Individual,,No
19835,3957,2014,PA,31609,OPM,3,2014-01-24 09:49:15,31609,PA,PAS001,Personal Choice PPO,No,42017.0,No,,,13,Individual,,No
29208,4456,2015,ND,73751,HIOS,5,2014-11-15 04:52:41,73751,ND,NDS002,Medica Applause,No,38029.0,No,,,50,,,
27384,2632,2015,LA,38499,HIOS,8,2014-12-11 04:09:12,38499,LA,LAS001,LA HIX,No,22009.0,No,,,36,,,
20960,5082,2014,IL,68303,SERFF,4,2014-01-22 11:51:12,68303,IL,ILS001,IL CPOS,No,17105.0,No,,,19,Individual,,No
25818,1066,2015,GA,20544,HIOS,5,2014-11-12 05:24:58,20544,GA,GAS008,Service Area 8,No,13277.0,No,,,170,,,
28945,4193,2015,NC,55440,HIOS,8,2014-10-05 17:13:14,55440,NC,NCS001,DentalGuard Preferred PPO- NC,No,37167.0,No,,,45,,,
33336,8584,2015,WI,39924,HIOS,9,2014-12-11 04:09:12,39924,WI,WIS001,Wisconsin - IEX and SHOP,No,55078.0,No,,,41,,,
9287,9287,2016,IL,58288,SERFF,8,2015-08-28 13:59:00,58288,IL,ILS003,Illinois HMOx,No,17177.0,No,,,36,Individual,No,
33013,8261,2015,WI,35334,HIOS,3,2014-09-04 03:25:43,35334,WI,WIS001,South Central WI,No,55045.0,No,,,16,,,
14883,14883,2016,VA,42808,SERFF,4,2015-08-25 12:56:34,42808,VA,VAS002,"DentalGuard Preferred PPO Group ON, Individual ON & OFF Exchange",No,51159.0,No,,,70,SHOP (Small Group),Yes,
13478,13478,2016,OH,92036,SERFF,11,2015-08-28 13:59:00,92036,OH,OHS001,HealthSpan Select,No,39057.0,No,,,30,SHOP (Small Group),No,
980,980,2016,GA,49046,HIOS,16,2015-08-25 05:06:23,49046,GA,GAS015,"BCBS Healthcare Plan of Georgia, Inc.14",No,13001.0,No,,,140,,,
29923,5171,2015,PA,15614,HIOS,5,2014-08-07 10:00:19,15614,PA,PAS002,DDS PPO PA,No,42103.0,No,,,121,,,
22075,6197,2014,MI,29241,SERFF,7,2014-03-18 09:48:59,29241,MI,MIS001,PHIC Service Area,No,26085.0,No,,,47,Individual,,No
1221,1221,2016,GA,82824,HIOS,8,2015-10-18 12:35:12,82824,GA,GAS007,OA HMO_Southeastern Georgia,No,13209.0,No,,,60,,,
25074,322,2015,FL,15833,HIOS,10,2015-01-16 17:32:32,15833,FL,FLS001,DentalGuard Preferred PPO-FL,No,12075.0,No,,,45,,,
31387,6635,2015,TN,60299,HIOS,6,2014-11-09 04:38:15,60299,TN,TNS001,Service Area 1,No,47011.0,No,,,14,,,
12277,12277,2016,MI,98185,SERFF,4,2015-08-22 23:36:24,98185,MI,MIS003,Rural,No,26061.0,No,,,127,Individual,No,
34265,9513,2015,WI,79475,OPM,6,2015-02-20 08:57:57,79475,WI,WIS201,Compcare Health Serv Ins Co(Anthem BCBS)All,No,55087.0,No,,,29,Individual,,No
20562,4684,2014,ID,60597,SERFF,9,2013-10-16 19:58:29,60597,ID,IDS002,BrightPath Network,No,16001.0,No,,,23,Individual,,No
8175,8175,2016,TX,33602,OPM,6,2015-11-21 06:31:07,33602,TX,TXS264,Blue Advantage HMO,No,48163.0,No,,,167,Individual,No,
28519,3767,2015,MS,48963,HIOS,16,2015-01-16 17:32:32,48963,MS,MSS005,MS PPOx,No,28031.0,No,,,66,,,
32841,8089,2015,TX,85947,HIOS,9,2014-12-11 04:09:12,85947,TX,TXS001,Texas - IEX,No,48339.0,No,,,28,,,
39874,15122,2015,OH,33931,SERFF,5,2014-12-11 11:35:20,33931,OH,OHS001,Ohio - IEX,No,39095.0,No,,,25,Individual,,No
11448,11448,2016,MI,63631,SERFF,5,2015-08-27 03:52:03,63631,MI,MIS002,MI SHOP Choice,No,26121.0,No,,,143,SHOP (Small Group),No,
32325,7573,2015,TX,28020,HIOS,6,2014-11-11 04:41:18,28020,TX,TXS011,Service Area 11,No,48197.0,No,,,238,,,
13239,13239,2016,OH,64353,SERFF,10,2015-10-21 17:48:08,64353,OH,OHS002,Molina,No,39145.0,No,,,47,Individual,No,
15376,15376,2016,VA,88380,SERFF,24,2015-10-21 17:48:08,88380,VA,VAS001,"HealthKeepers, Inc(Anthem BCBS)All",No,51113.0,No,,,84,SHOP (Small Group),No,
8056,8056,2016,TX,33602,OPM,6,2015-11-21 06:31:07,33602,TX,TXS104,Blue Advantage HMO,No,48015.0,No,,,48,Individual,No,
23515,7637,2014,VA,20507,SERFF,7,2014-03-13 08:40:27,20507,VA,VAS001,OHP Individual Product Service Area,No,51045.0,No,,,37,Individual,,No
13494,13494,2016,OH,92036,SERFF,11,2015-08-28 13:59:00,92036,OH,OHS001,HealthSpan Select,No,39089.0,No,,,38,SHOP (Small Group),No,
5954,5954,2016,TX,23891,HIOS,7,2015-08-26 09:56:12,23891,TX,TXS001,DHMO,No,48277.0,No,,,119,,,
2517,2517,2016,MO,44240,HIOS,5,2015-08-26 09:56:12,44240,MO,MOS006,PPO_Missouri_Off Exchange,No,29011.0,No,,,112,,,
23553,7675,2014,VA,20507,SERFF,7,2014-03-13 08:40:27,20507,VA,VAS001,OHP Individual Product Service Area,No,51115.0,No,,,75,Individual,,No
1078,1078,2016,GA,63940,HIOS,4,2015-08-19 14:41:20,63940,GA,GAS001,DentalGuard Preferred Group & Individual PPO,No,13137.0,No,,,57,,,
17063,1185,2014,MO,44527,HIOS,7,2014-01-21 08:29:49,44527,MO,MOS001,PPO Network,No,29189.0,No,,,61,,,
7416,7416,2016,WI,84670,HIOS,6,2015-10-18 12:35:12,84670,WI,WIS003,Aurora and Bellin,No,55029.0,No,,,37,,,
24658,8780,2014,VA,54965,SERFF,4,2013-09-05 10:37:54,54965,VA,VAS002,DDS PPO,No,51019.0,No,,,166,Individual,,Yes
5943,5943,2016,TX,23891,HIOS,7,2015-08-26 09:56:12,23891,TX,TXS001,DHMO,No,48249.0,No,,,108,,,
25485,733,2015,FL,68398,HIOS,13,2015-07-22 09:15:52,68398,FL,FLS001,FL-Small Group,No,12047.0,No,,,20,,,
7992,7992,2016,PA,70194,OPM,4,2015-08-27 03:52:03,70194,PA,PAS201,Zone C - West,No,42047.0,No,,,36,Individual,No,
34369,9617,2015,AR,37903,SERFF,7,2014-11-15 10:06:04,37903,AR,ARS007,West Central,No,5131.0,No,,,87,Individual,,No
30572,5820,2015,PA,46518,HIOS,11,2014-11-14 05:23:27,46518,PA,PAS001,PPO,No,42013.0,No,,,18,,,
14543,14543,2016,VA,20507,SERFF,14,2015-10-21 17:48:08,20507,VA,VAS001,OHP Service Area,No,51081.0,No,,,53,Individual,No,
39778,15026,2015,OH,14650,SERFF,10,2014-11-15 10:06:04,14650,OH,OHS004,Service Area 4,No,39033.0,No,,,69,Individual,,No
