,Unnamed: 0,BusinessYear,StateCode,IssuerId,SourceName,VersionNum,ImportDate,IssuerId2,StateCode2,StandardComponentId,PlanId,BenefitName,CopayInnTier1,CopayInnTier2,CopayOutofNet,CoinsInnTier1,CoinsInnTier2,CoinsOutofNet,IsEHB,IsStateMandate,IsCovered,QuantLimitOnSvc,LimitQty,LimitUnit,MinimumStay,Exclusions,Explanation,EHBVarReason,IsExclFromInnMOOP,IsExclFromOonMOOP,RowNumber,IsSubjToDedTier1,IsSubjToDedTier2
4095152,1126030,2015,WI,52697,HIOS,8,9/5/2014 3:32,52697,WI,52697WI0010002,52697WI0010002-06,Preventive Care/Screening/Immunization,$0,,$0,No Charge,,100%,Yes,Yes,Covered,No,,,,,,,No,No,98,No,No
4630757,1661635,2015,NV,34996,SERFF,11,12/10/2014 23:15,34996,NV,34996NV0260002,34996NV0260002-01,Acupuncture,$20,,No Charge,No Charge,,50% Coinsurance after deductible,,,Covered,Yes,20.0,Visit(s) per Year,,,,Substantially Equal,No,No,100,Yes,Yes
2396909,592656,2014,WI,38166,HIOS,5,2013-09-17 16:07:07,38166,WI,38166WI0180007,38166WI0180007-00,Long-Term/Custodial Nursing Home Care,,,,,,,,,Not Covered,,,,,,,,,,70,,
3900569,931447,2015,WI,32754,HIOS,8,4/22/2015 11:06,32754,WI,32754WI0010010,32754WI0010010-01,Inpatient Physician and Surgical Services,No Charge,,$0,40% Coinsurance after deductible,,100%,Yes,,Covered,,,,,,,,No,No,78,Yes,Yes
79177,79177,2016,FL,27357,HIOS,4,2015-10-20 04:38:50,27357,FL,27357FL1820012,27357FL1820012-03,Cosmetic Surgery,,,,,,,,,Not Covered,,,,,,,,,,80,,
3527814,558692,2015,OK,87571,HIOS,11,2/19/2015 6:21,87571,OK,87571OK0330016,87571OK0330016-01,Allergy Testing,No Charge,,No Charge,20% Coinsurance after deductible,,40% Coinsurance after deductible,,,Covered,,,,,,,Additional EHB Benefit,No,No,120,Yes,Yes
4872964,1903842,2015,OR,32536,SERFF,6,12/10/2014 23:15,32536,OR,32536OR0020003,32536OR0020003-00,Specialist Visit,$40,,No Charge,No Charge,,100%,Yes,,Covered,,,,,,,,No,No,62,No,No
2394694,590441,2014,WI,38166,HIOS,5,2013-09-17 16:07:07,38166,WI,38166WI0180001,38166WI0180001-03,Abortion for Which Public Funding is Prohibited,,,,,,,,,Not Covered,,,,,,,,,,116,,
1489733,1489733,2016,NM,26075,SERFF,4,2015-08-25 12:56:34,26075,NM,26075NM0020006,26075NM0020006-01,Basic Dental Care - Child,Not Applicable,,Not Applicable,40% Coinsurance after deductible,,70% Coinsurance after deductible,,,Covered,,,,,,,Additional EHB Benefit,No,No,110,,
221100,221100,2016,GA,82824,HIOS,8,2015-10-18 12:35:12,82824,GA,82824GA0100030,82824GA0100030-03,Dental Check-Up for Children,,,,,,,Yes,,Not Covered,,,,,,,Dental Only Plan Available,,,104,,
2365880,561627,2014,TX,87226,HIOS,5,2014-01-21 08:29:49,87226,TX,87226TX0020007,87226TX0020007-03,Weight Loss Programs,,,,,,,,,Not Covered,,,,,,,,,,101,,
4893269,1924147,2015,OR,39424,SERFF,8,1/16/2015 20:59,39424,OR,39424OR1280002,39424OR1280002-05,Chemotherapy,No Charge,,No Charge,35% Coinsurance after deductible,,50% Coinsurance after deductible,,,Covered,,,,,,,Additional EHB Benefit,No,No,121,Yes,Yes
2364117,559864,2014,TX,87226,HIOS,5,2014-01-21 08:29:49,87226,TX,87226TX0010010,87226TX0010010-02,Routine Dental Services (Adult),,,,,,,,,Not Covered,,,,,,,,,,68,,
3526028,556906,2015,OK,87571,HIOS,11,2/19/2015 6:21,87571,OK,87571OK0330005,87571OK0330005-01,Routine Foot Care,No Charge,,No Charge,20% Coinsurance after deductible,,40% Coinsurance after deductible,Yes,,Covered,,,,,,Only for diabetic members.,Substantially Equal,No,No,99,Yes,Yes
4000307,1031185,2015,TX,33602,HIOS,7,2/19/2015 6:21,33602,TX,33602TX0470407,33602TX0470407-01,Substance Abuse Disorder Outpatient Services,$40,,No Charge,No Charge,,100%,Yes,Yes,Covered,,,,,,,Substantially Equal,No,No,86,No,No
97156,97156,2016,FL,27357,HIOS,4,2015-10-20 04:38:50,27357,FL,27357FL1850023,27357FL1850023-00,Emergency Room Services,$250,,$250,Not Applicable,,Not Applicable,Yes,,Covered,No,,,,,,,No,No,75,,
4655291,1686169,2015,ME,48396,SERFF,12,4/30/2015 14:45,48396,ME,48396ME0710014,48396ME0710014-01,Treatment for Temporomandibular Joint Disorders,,,,,,,,,,,,,,,,,,,126,,
2496087,691834,2014,WY,53189,HIOS,7,2014-01-15 07:08:32,53189,WY,53189WY0080010,53189WY0080010-01,Transplant,No Charge,,No Charge,10% Coinsurance after deductible,,50% Coinsurance after deductible,Yes,,Covered,Yes,1.0,Procedure(s) per Transplant,,,,Substantially Equal,No,No,117,Yes,Yes
3563227,594105,2015,IN,91842,HIOS,4,11/9/2014 4:38,91842,IN,91842IN0190002,91842IN0190002-01,Infusion Therapy,No Charge,,No Charge,0% Coinsurance after deductible,,0% Coinsurance after deductible,Yes,,Covered,,,,,,,,No,No,125,Yes,No
2408341,604088,2014,WI,47342,HIOS,11,2014-07-25 16:54:18,47342,WI,47342WI0050011,47342WI0050011-05,Allergy Testing,No Charge after deductible,,$0,15% Coinsurance after deductible,,100%,,,Covered,,,,,,,Above EHB,No,No,120,Yes,No
3127804,158682,2015,FL,49193,HIOS,2,9/5/2014 3:32,49193,FL,49193FL0210001,49193FL0210001-00,Basic Dental Care - Adult,,,,,,,,,Not Covered,No,,,,,,Above EHB,No,No,113,No,No
213913,213913,2016,GA,82824,HIOS,8,2015-10-18 12:35:12,82824,GA,82824GA0100012,82824GA0100012-06,Heart Transplant,Not Applicable,,Not Applicable,10%,,100%,Yes,Yes,Covered,,,,,Member cost share based on place and type of service. Network benefits must be received within the transplant network.Copay/Coinsurance per admission,,,No,No,135,,
17261,17261,2016,AL,82285,HIOS,5,2015-07-10 02:19:03,82285,AL,82285AL0010002,82285AL0010002-00,Accidental Dental,,,,,,,,,,,,,,,,,,,118,,
1028844,1028844,2016,WI,91058,HIOS,3,2015-08-26 09:56:12,91058,WI,91058WI0050006,91058WI0050006-00,Habilitation Services,$50,,Not Applicable,Not Applicable,,80% Coinsurance after deductible,Yes,Yes,Covered,Yes,60.0,Visit(s) per Year,,,"20OT, 20PT, 20ST",Substantially Equal,No,No,93,,
1238094,1238094,2016,IL,36096,SERFF,23,2015-11-19 07:02:40,36096,IL,36096IL0950010,36096IL0950010-04,Multiple Sclerosis,Not Applicable,,Not Applicable,20% Coinsurance after deductible,,100%,Yes,Yes,Covered,,,,,,,,No,No,136,,
4905021,1935899,2015,OH,41047,SERFF,7,2/20/2015 8:57,41047,OH,41047OH0030007,41047OH0030007-02,Off Label Prescription Drugs,$0,,$0,0%,,0%,,Yes,Covered,,,,,,,,No,No,129,Yes,Yes
4127960,1158838,2015,TX,63141,HIOS,18,1/16/2015 17:32,63141,TX,63141TX0750012,63141TX0750012-05,Eye Glasses for Children,No Charge,,$0,No Charge after deductible,,50% Coinsurance after deductible,Yes,,Covered,Yes,1.0,Item(s) per Year,,,"1 pair of lenses per year, 1 frame per year",Substantially Equal,No,No,103,Yes,Yes
1621554,1621554,2016,OH,77552,SERFF,11,2015-10-21 17:48:08,77552,OH,77552OH0020002,77552OH0020002-05,"Other Practitioner Office Visit (Nurse, Physician Assistant)",$0,,Not Applicable,Not Applicable,,100%,Yes,,Covered,,,,,,,,No,No,63,,
2503052,698799,2014,AK,38344,OPM,2,2013-10-16 19:58:29,38344,AK,38344AK0650001,38344AK0650001-03,Abortion for Which Public Funding is Prohibited,,,,,,,,,Not Covered,,,,,,,,,,116,,
2306074,501821,2014,TN,14002,HIOS,7,2014-01-29 08:00:05,14002,TN,14002TN0330020,14002TN0330020-01,Mental/Behavioral Health Inpatient Services,No Charge,,No Charge,0% Coinsurance after deductible,,50% Coinsurance after deductible,Yes,,Covered,No,,,,"a. Pastoral counseling. b. Marriage and family counseling without a behavioral health diagnosis. c. Vocational and educational training and/or services. d. Custodial or domiciliary care. e. Conditions without recognizable ICD-[9-10] diagnostic classification, such as adult child of alcoholics (ACOA), and co-dependency and self-help programs. f. Sleep disorders. g. Services related to mental retardation. h.  Court ordered behavioral health care, or care received to avoid prosecution or incarceration. Court ordered examinations and treatment, unless Medically Necessary. i. Pain management. j. Hypnosis or regressive hypnotic techniques.","Medically Necessary and Appropriate treatment of mental health and substance abuse disorders (behavioral health conditions) characterized by abnormal functioning of the mind or emotions and in which psychological, emotional or behavioral disturbances are the dominant features. a. Inpatient and outpatient service for care and treatment of mental health disorders and substance abuse disorders. b. Care Management benefits may be available. c. Outpatient treatment visits for medication management.  These visits do not count toward the number of mental health outpatient visits per year.  Medication management means pharmacological management, including Prescription, use, and review of medication with no more than minimal medical psychotherapy.",Additional EHB Benefit,No,No,85,Yes,No
590455,590455,2016,SC,38408,HIOS,7,2015-08-26 09:56:12,38408,SC,38408SC0020002,38408SC0020002-02,Abortion for Which Public Funding is Prohibited,,,,,,,,,Not Covered,,,,,,,,,,116,,
2858788,1054535,2014,OH,92036,SERFF,6,2014-06-23 15:22:56,92036,OH,92036OH0010032,92036OH0010032-01,Mental/Behavioral Health Outpatient Services,$50,,$0,No Charge,,100%,Yes,,Covered,No,,,,"Custodial, domiciliary, or residential treatment for mental health diagnoses, eating disorders, marital or sexual counseling drug and/or substance abuse; supervised living or halfway houses; residential treatment centers; room and board charges unless the treatment provided meets our medical necessity criteria for inpatient admission based on patient's condition; Services or care provided or billed by a school, halfway house, custodial care center for the developmentally disabled or outward bound programs, even if psychotherapy is included. Services related to noncompliance of care if the member ends treatment for Substance Abuse against the medical advice of the provider; Residential treatment (individualized and intensive treatment in a residential setting, including observation and assessment by a psychiatrist weekly or more frequently, an individualized program of rehabilitation, therapy, education, and recreational or social activities); care provided or billed by residential treatment centers or facilities, unless those centers or facilities are required to be covered under state law; wilderness camps.","Quantitative limit units apply, see EHB benchmark.",,No,Yes,84,No,No
4008815,1039693,2015,WI,37833,HIOS,7,11/9/2014 4:38,37833,WI,37833WI0380003,37833WI0380003-03,"Outpatient Facility Fee (e.g.,  Ambulatory Surgery Center)",No Charge,,No Charge,20% Coinsurance after deductible,,100%,Yes,Yes,Covered,,,,,,,,No,Yes,64,Yes,Yes
3926945,957823,2015,TX,33602,HIOS,7,2/19/2015 6:21,33602,TX,33602TX0460045,33602TX0460045-03,Post-Mastectomy Care,No Charge,,No Charge,20% Coinsurance after deductible,,100%,,Yes,Covered,,,,,,,,No,No,134,Yes,Yes
4236832,1267710,2015,WI,91058,HIOS,2,8/6/2014 8:27,91058,WI,91058WI0050007,91058WI0050007-05,Abortion for Which Public Funding is Prohibited,,,,,,,,,,,,,,,,,,,116,,
5034778,2065656,2015,OR,99389,SERFF,7,12/10/2014 23:15,99389,OR,99389OR0590001,99389OR0590001-01,Accidental Dental,No Charge,,No Charge,50% Coinsurance after deductible,,50% Coinsurance after deductible,,,Covered,,,,,,,Above EHB,No,No,118,Yes,No
3146354,177232,2015,AZ,53901,HIOS,4,9/4/2014 3:25,53901,AZ,53901AZ0580002,53901AZ0580002-03,Delivery and All Inpatient Services for Maternity Care,"$1,500",,No Charge,No Charge,,50% Coinsurance after deductible,Yes,Yes,Covered,,,,,,,,No,No,83,No,No
882530,882530,2016,WI,37833,HIOS,3,2015-08-26 09:56:12,37833,WI,37833WI0510011,37833WI0510011-03,Hospice Services,Not Applicable,,Not Applicable,20% Coinsurance after deductible,,100%,Yes,,Covered,,,,,,,,No,Yes,66,,
1272531,1272531,2016,IL,36096,SERFF,23,2015-11-19 07:02:40,36096,IL,36096IL0990049,36096IL0990049-05,Primary Care Visit to Treat an Injury or Illness,Not Applicable,Not Applicable,Not Applicable,20% Coinsurance after deductible,Not Applicable,50% Coinsurance after deductible,Yes,,Covered,,,,,, First (3) In Network PCP Office Visits covered at No Charge.  All Mental Health Visits are covered at No Charge.,,No,No,61,,
1519342,1519342,2016,NV,95865,SERFF,5,2015-08-20 12:28:36,95865,NV,95865NV0030014,95865NV0030014-04,Inpatient Physician and Surgical Services,Not Applicable,,Not Applicable,30% Coinsurance after deductible,,100%,Yes,,Covered,,,,,,,Substantially Equal,No,No,78,,
2298229,493976,2014,TN,14002,HIOS,7,2014-01-29 08:00:05,14002,TN,14002TN0330002,14002TN0330002-02,Abortion for Which Public Funding is Prohibited,,,,,,,,,,,,,,,,,,,116,,
1256687,1256687,2016,IL,36096,SERFF,23,2015-11-19 07:02:40,36096,IL,36096IL0990004,36096IL0990004-01,Urgent Care Centers or Facilities,Not Applicable,,Not Applicable,No Charge after deductible,,50% Coinsurance after deductible,Yes,,Covered,,,,,,,,No,No,73,,
3922698,953576,2015,TX,33602,HIOS,7,2/19/2015 6:21,33602,TX,33602TX0460033,33602TX0460033-03,Long-Term/Custodial Nursing Home Care,,,,,,,,,Not Covered,,,,,,,,,,70,,
3994048,1024926,2015,TX,33602,HIOS,7,2/19/2015 6:21,33602,TX,33602TX0470141,33602TX0470141-01,Rehabilitative Occupational and Rehabilitative Physical Therapy,No Charge,,No Charge,20% Coinsurance after deductible,,100%,,,Covered,,35.0,Visit(s) per Benefit Period,,,"Rehabilitation, Habilitation, and Chiropractic Care visit limit is 35 total combined visits between these services per Benefit period",Substantially Equal,No,No,106,Yes,Yes
2841367,1037114,2014,OH,52664,SERFF,8,2014-01-21 11:24:32,52664,OH,52664OH1490120,52664OH1490120-00,Hospice Services,No Charge,,No Charge,20% Coinsurance after deductible,,40% Coinsurance after deductible,Yes,,Covered,,,,,,,,No,No,66,Yes,Yes
4777965,1808843,2015,OR,10091,SERFF,14,1/22/2015 16:02,10091,OR,10091OR0390004,10091OR0390004-01,Non-Emergency Care When Traveling Outside the U.S.,,,,,,,,,Not Covered,,,,,,,,,,67,,
727303,727303,2016,TX,33602,HIOS,8,2015-08-26 09:56:12,33602,TX,33602TX0460318,33602TX0460318-03,Weight Loss Programs,,,,,,,,,Not Covered,,,,,,,,No,No,101,,
635944,635944,2016,TN,14002,HIOS,5,2015-10-20 04:38:50,14002,TN,14002TN0330019,14002TN0330019-04,X-rays and Diagnostic Imaging,Not Applicable,,Not Applicable,0%,,50% Coinsurance after deductible,Yes,,Covered,No,,,,,"Medically Necessary and Appropriate diagnostic radiology services, including x-rays, ultrasounds and bone density tests.  Advanced Radiological Imaging services including MRIs, CT scans, PET scans and nuclear cardiac imaging are covered services, but are subject to different costsharing benefits than displayed here.   Please refer to the ""Imaging (CT/PET scans, MRIs)"" benefit category on healthcare.gov or in the SBC for the appropriate costsharing benefits associated with those covered services.",,No,No,109,,
2579464,775211,2014,IA,71268,SERFF,8,2014-01-23 12:49:01,71268,IA,71268IA0050007,71268IA0050007-01,Prenatal and Postnatal Care,No Charge,,No Charge,No Charge,,50% Coinsurance after deductible,Yes,,Covered,,,,,,,,No,No,82,No,No
4059150,1090028,2015,WI,38345,HIOS,4,9/4/2014 3:25,38345,WI,38345WI0010097,38345WI0010097-00,Non-Emergency Care When Traveling Outside the U.S.,,,,,,,,,Not Covered,,,,,,,,,,67,,
4902106,1932984,2015,OH,41047,SERFF,7,2/20/2015 8:57,41047,OH,41047OH0020012,41047OH0020012-01,Outpatient Rehabilitation Services,No Charge,,$0,40% Coinsurance after deductible,,100%,Yes,,Covered,Yes,116.0,Visit(s) per Year,,,"20 visits/year each for Physical, Occupational, Speech, and Pulmonary Rehabilitation and 36 visits/year for Cardiac Rehabilitation",Substantially Equal,No,No,92,Yes,Yes
2014359,210106,2014,GA,49046,HIOS,8,2014-01-16 07:24:04,49046,GA,49046GA0410011,49046GA0410011-02,Home Health Care Services,$0,,$0,0%,,100%,Yes,,Covered,Yes,120.0,Visit(s) per year,,,,,No,No,74,Yes,No
1195579,1195579,2016,IA,93078,SERFF,6,2015-10-22 15:45:43,93078,IA,93078IA0010009,93078IA0010009-01,Chemotherapy,Not Applicable,,Not Applicable,40% Coinsurance after deductible,,50% Coinsurance after deductible,Yes,,Covered,,,,,,,,No,Yes,121,,
1726324,1726324,2016,UT,68781,SERFF,4,2015-08-27 03:52:03,68781,UT,68781UT0140010,68781UT0140010-00,Nutritional Counseling,Not Applicable,,Not Applicable,10% Coinsurance after deductible,,100%,Yes,,Covered,,5.0,Visit(s) per Year,,,,Substantially Equal,No,No,127,,
199174,199174,2016,GA,50491,HIOS,8,2015-10-18 12:35:12,50491,GA,50491GA0020002,50491GA0020002-00,Weight Loss Programs,,,,,,,,,,,,,,,,,,,101,,
1353581,1353581,2016,ME,48396,SERFF,6,2015-08-23 14:39:40,48396,ME,48396ME0720034,48396ME0720034-01,Routine Dental Services (Adult),,,,,,,,,Not Covered,,,,,,,,,,68,,
3721218,752096,2015,SC,39996,HIOS,5,11/13/2014 10:25,39996,SC,39996SC0220007,39996SC0220007-00,Outpatient Surgery Physician/Surgical Services,No Charge,,No Charge,0% Coinsurance after deductible,,0% Coinsurance after deductible,Yes,,Covered,,,,,,,,No,No,65,Yes,No
4457975,1488853,2015,AR,70525,SERFF,3,11/15/2014 10:06,70525,AR,70525AR0070068,70525AR0070068-02,Skilled Nursing Facility,$0,,$0 Copay per Day,0%,,0%,Yes,,Covered,Yes,60.0,Visit(s) per Year,,,,,No,No,81,Yes,Yes
1877735,73482,2014,AZ,88925,HIOS,5,2014-01-17 09:36:20,88925,AZ,88925AZ0010041,88925AZ0010041-04,Chemotherapy,$0,,$0,20%,,100%,,,Covered,,,,,,,Additional EHB Benefit,No,Yes,121,Yes,Yes
3928158,959036,2015,TX,33602,HIOS,7,2/19/2015 6:21,33602,TX,33602TX0460051,33602TX0460051-03,Transplant,No Charge,,No Charge,20% Coinsurance after deductible,,100%,,,Covered,,,,,,,Additional EHB Benefit,No,No,117,Yes,Yes
1008532,1008532,2016,WI,84670,HIOS,6,2015-10-18 12:35:12,84670,WI,84670WI1330045,84670WI1330045-00,Infertility Treatment,,,,,,,,,Not Covered,,,,,,,,,,69,,
1280119,1280119,2016,IL,36096,SERFF,23,2015-11-19 07:02:40,36096,IL,36096IL0990063,36096IL0990063-06,Prescription Drugs Other,Not Applicable,,Not Applicable,No Charge after deductible,,50% Coinsurance after deductible,Yes,Yes,Covered,,,,,,"Clinical Programs such as, Prior Authorization, Step Therapy and Quantity/dispensing limits may apply. Specialty drugs are available through Prime Specialty Pharmacy. If the member does not use Prime Specialty Pharmacy to fill their specialty drug prescription there is a reduction in benefits.  See benefit book for further details.",Substantially Equal,No,No,131,,
3297655,328533,2015,GA,89942,HIOS,7,2/19/2015 6:21,89942,GA,89942GA0060007,89942GA0060007-01,Basic Dental Care - Child,,,,,,,Yes,,Not Covered,,,,,,,Dental Only Plan Available,No,No,110,No,No
2752266,948013,2014,NE,15438,SERFF,5,2013-10-15 10:04:03,15438,NE,15438NE0160002,15438NE0160002-04,Laboratory Outpatient and Professional Services,No Charge,,No Charge,30% Coinsurance after deductible,,50% Coinsurance after deductible,Yes,,Covered,,,,,,,,No,No,108,Yes,Yes
1054282,1054282,2016,WY,11269,HIOS,5,2015-10-18 12:35:12,11269,WY,11269WY0080011,11269WY0080011-01,Nutritional Counseling,,,,,,,,,,,,,,,,,,,127,,
178973,178973,2016,FL,68398,HIOS,6,2015-10-18 12:35:12,68398,FL,68398FL0030004,68398FL0030004-00,Orthodontia - Child,Not Applicable,,Not Applicable,40% Coinsurance after deductible,,100%,Yes,,Covered,No,,,,Non-Medically Necessary Orthodontia,,Other Law/Regulation,No,Yes,111,,
592416,592416,2016,SC,38408,HIOS,7,2015-08-26 09:56:12,38408,SC,38408SC0020010,38408SC0020010-00,"Imaging (CT/PET Scans, MRIs)",No Charge after deductible,,No Charge after deductible,No Charge after deductible,,50% Coinsurance after deductible,Yes,,Covered,,,,,,,,No,No,97,,
2885089,1080836,2014,SD,31195,SERFF,2,2013-09-19 10:34:04,31195,SD,31195SD0090003,31195SD0090003-01,Outpatient Rehabilitation Services,$30,,No Charge,No Charge,,50% Coinsurance after deductible,Yes,,Covered,Yes,30.0,Treatment(s) per Year,,,,Substantially Equal,No,No,92,No,No
3700436,731314,2015,PA,33709,HIOS,14,6/19/2015 13:25,33709,PA,33709PA0390011,33709PA0390011-01,Mental/Behavioral Health Inpatient Services,$500,$500,No Charge,20%,20%,50% Coinsurance after deductible,Yes,,Covered,,,,,,,Above EHB,No,No,85,Yes,Yes
671225,671225,2016,TX,20069,HIOS,6,2015-10-20 04:38:50,20069,TX,20069TX0140001,20069TX0140001-04,Hearing Aids,No Charge after deductible,,Not Applicable,Not Applicable,,100%,Yes,,Covered,Yes,1000.0,Dollars per 3 Years,,,,,No,No,96,,
2893263,1089010,2014,SD,62210,SERFF,8,2014-06-23 15:22:56,62210,SD,62210SD1270005,62210SD1270005-00,Off Label Prescription Drugs,$10,,$10,No Charge,,No Charge,,Yes,Covered,,,,,,,,No,No,130,No,No
